,date,acdc,load,pv
517,2023-09-18 04:00:00,71.8,72.0,0.0
518,2023-09-18 05:00:00,86.4,87.54,0.0
519,2023-09-18 06:00:00,87.1,88.38,0.0
520,2023-09-18 07:00:00,100.0,111.19,9.2
521,2023-09-18 08:00:00,91.2,159.55,62.5
522,2023-09-18 09:00:00,83.5,200.88,114.1
523,2023-09-18 10:00:00,93.7,222.33,125.0
524,2023-09-18 11:00:00,54.7,238.95,182.5
525,2023-09-18 12:00:00,71.0,246.06,169.4
526,2023-09-18 13:00:00,96.1,245.71,144.1
527,2023-09-18 14:00:00,142.7,245.97,100.1
528,2023-09-18 15:00:00,144.6,246.1,96.3
529,2023-09-18 16:00:00,162.6,243.06,74.6
530,2023-09-18 17:00:00,195.3,217.79,22.8
531,2023-09-18 18:00:00,199.5,201.24,0.1
532,2023-09-18 19:00:00,183.8,183.26,0.0
533,2023-09-18 20:00:00,162.9,161.72,0.0
534,2023-09-18 21:00:00,122.5,120.59,0.0
535,2023-09-18 22:00:00,87.8,87.67,0.0
536,2023-09-18 23:00:00,58.0,59.08,0.0
537,2023-09-19 00:00:00,40.9,34.89,0.0
538,2023-09-19 01:00:00,28.8,30.05,0.0
539,2023-09-19 02:00:00,42.9,43.53,0.0
540,2023-09-19 03:00:00,43.2,44.35,0.0
541,2023-09-19 04:00:00,71.6,71.04,0.0
542,2023-09-19 05:00:00,86.2,87.36,0.0
543,2023-09-19 06:00:00,86.5,87.56,0.0
544,2023-09-19 07:00:00,99.8,109.53,6.3
545,2023-09-19 08:00:00,126.3,158.91,26.1
546,2023-09-19 09:00:00,151.2,202.24,47.9
547,2023-09-19 10:00:00,139.0,226.52,82.9
548,2023-09-19 11:00:00,155.0,235.13,78.7
549,2023-09-19 12:00:00,131.1,233.57,102.3
550,2023-09-19 13:00:00,127.4,232.06,105.0
551,2023-09-19 14:00:00,102.5,239.2,133.3
552,2023-09-19 15:00:00,114.5,232.36,120.1
553,2023-09-19 16:00:00,185.9,231.51,50.1
554,2023-09-19 17:00:00,192.6,203.49,25.7
555,2023-09-19 18:00:00,192.8,187.55,1.0
556,2023-09-19 19:00:00,184.0,172.84,0.0
557,2023-09-19 20:00:00,170.4,162.17,0.0
558,2023-09-19 21:00:00,125.4,116.36,0.0
559,2023-09-19 22:00:00,87.2,87.86,0.0
560,2023-09-19 23:00:00,57.9,58.96,0.0
561,2023-09-20 00:00:00,39.9,30.16,0.0
562,2023-09-20 01:00:00,28.8,30.01,0.0
563,2023-09-20 02:00:00,43.0,29.96,0.0
564,2023-09-20 03:00:00,43.3,30.08,0.0
565,2023-09-20 04:00:00,71.9,58.72,0.0
566,2023-09-20 05:00:00,86.2,86.94,0.0
567,2023-09-20 06:00:00,86.5,87.64,0.0
568,2023-09-20 07:00:00,110.3,103.59,0.1
569,2023-09-20 08:00:00,144.1,144.58,7.7
570,2023-09-20 09:00:00,180.6,202.42,19.0
571,2023-09-20 10:00:00,200.3,220.28,21.7
572,2023-09-20 11:00:00,212.3,231.49,22.0
573,2023-09-20 12:00:00,226.4,231.65,6.6
574,2023-09-20 13:00:00,214.6,231.44,16.4
575,2023-09-20 14:00:00,216.2,231.57,18.9
576,2023-09-20 15:00:00,223.9,231.69,10.4
577,2023-09-20 16:00:00,229.9,231.5,2.1
578,2023-09-20 17:00:00,214.6,203.08,0.7
579,2023-09-20 18:00:00,195.2,182.6,0.0
580,2023-09-20 19:00:00,186.0,174.16,0.0
581,2023-09-20 20:00:00,172.5,167.18,0.0
582,2023-09-20 21:00:00,128.9,116.95,0.0
583,2023-09-20 22:00:00,89.4,87.98,0.0
584,2023-09-20 23:00:00,58.1,59.18,0.0
585,2023-09-21 00:00:00,42.3,30.17,0.0
586,2023-09-21 01:00:00,29.1,29.96,0.0
587,2023-09-21 02:00:00,42.8,29.97,0.0
588,2023-09-21 03:00:00,43.2,30.0,0.0
589,2023-09-21 04:00:00,71.4,58.37,0.0
590,2023-09-21 05:00:00,86.1,86.97,0.0
591,2023-09-21 06:00:00,86.5,87.49,0.0
592,2023-09-21 07:00:00,110.6,101.43,0.0
593,2023-09-21 08:00:00,130.6,143.42,21.4
594,2023-09-21 09:00:00,179.6,201.96,18.0
595,2023-09-21 10:00:00,199.5,214.8,22.2
596,2023-09-21 11:00:00,169.5,231.45,62.2
597,2023-09-21 12:00:00,151.2,231.53,80.9
598,2023-09-21 13:00:00,154.0,231.55,76.5
599,2023-09-21 14:00:00,186.7,231.51,47.8
600,2023-09-21 15:00:00,191.3,230.93,41.7
601,2023-09-21 16:00:00,221.6,232.1,7.2
602,2023-09-21 17:00:00,208.3,202.05,3.4
603,2023-09-21 18:00:00,188.7,173.94,0.0
604,2023-09-21 19:00:00,181.3,174.13,0.0
605,2023-09-21 20:00:00,168.1,154.81,0.0
606,2023-09-21 21:00:00,122.9,115.66,0.0
607,2023-09-21 22:00:00,86.0,86.8,0.0
608,2023-09-21 23:00:00,57.6,58.7,0.0
609,2023-09-22 00:00:00,38.3,29.8,0.0
610,2023-09-22 01:00:00,28.9,30.01,0.0
611,2023-09-22 02:00:00,43.1,29.99,0.0
612,2023-09-22 03:00:00,43.8,30.57,0.0
613,2023-09-22 04:00:00,72.3,59.29,0.0
614,2023-09-22 05:00:00,86.4,87.56,0.0
615,2023-09-22 06:00:00,85.8,87.54,0.7
616,2023-09-22 07:00:00,87.3,94.41,18.3
617,2023-09-22 08:00:00,91.7,147.78,62.5
618,2023-09-22 09:00:00,64.4,202.75,134.0
619,2023-09-22 10:00:00,63.0,221.9,158.1
620,2023-09-22 11:00:00,89.4,231.91,144.8
621,2023-09-22 12:00:00,77.2,231.62,155.8
622,2023-09-22 13:00:00,99.5,231.65,132.8
623,2023-09-22 14:00:00,82.8,231.56,152.9
624,2023-09-22 15:00:00,102.8,231.45,130.6
625,2023-09-22 16:00:00,153.0,231.44,77.1
626,2023-09-22 17:00:00,190.4,203.11,20.3
627,2023-09-22 18:00:00,192.0,177.53,0.0
628,2023-09-22 19:00:00,184.4,173.33,0.0
629,2023-09-22 20:00:00,169.8,157.64,0.0
630,2023-09-22 21:00:00,126.2,116.81,0.0
631,2023-09-22 22:00:00,86.9,87.96,0.0
632,2023-09-22 23:00:00,58.0,58.85,0.0
633,2023-09-23 00:00:00,39.9,29.92,0.0
634,2023-09-23 01:00:00,35.2,29.9,0.0
635,2023-09-23 02:00:00,31.3,29.92,0.0
636,2023-09-23 03:00:00,30.9,29.91,0.0
637,2023-09-23 04:00:00,30.9,29.92,0.0
638,2023-09-23 05:00:00,29.6,29.94,0.0
639,2023-09-23 06:00:00,30.8,29.98,0.8
640,2023-09-23 07:00:00,22.3,29.99,10.6
641,2023-09-23 08:00:00,1.7,29.96,60.0
642,2023-09-23 09:00:00,0.0,29.81,100.7
643,2023-09-23 10:00:00,0.0,30.03,117.5
644,2023-09-23 11:00:00,0.0,29.7,122.4
645,2023-09-23 12:00:00,0.0,30.12,85.5
646,2023-09-23 13:00:00,0.0,29.86,91.5
647,2023-09-23 14:00:00,0.0,30.02,91.5
648,2023-09-23 15:00:00,8.9,29.94,45.0
649,2023-09-23 16:00:00,17.0,29.96,41.9
650,2023-09-23 17:00:00,39.1,29.98,3.4
651,2023-09-23 18:00:00,43.2,29.89,0.0
652,2023-09-23 19:00:00,43.2,29.92,0.0
653,2023-09-23 20:00:00,43.2,29.91,0.0
654,2023-09-23 21:00:00,43.2,29.91,0.0
655,2023-09-23 22:00:00,43.2,29.93,0.0
656,2023-09-23 23:00:00,36.6,29.95,0.0
657,2023-09-24 00:00:00,35.4,29.89,0.0
658,2023-09-24 01:00:00,36.1,29.98,0.0
659,2023-09-24 02:00:00,30.7,29.92,0.0
660,2023-09-24 03:00:00,30.7,29.92,0.0
661,2023-09-24 04:00:00,30.8,29.88,0.0
662,2023-09-24 05:00:00,29.2,29.91,0.0
663,2023-09-24 06:00:00,30.7,29.88,0.3
664,2023-09-24 07:00:00,14.9,29.93,21.5
665,2023-09-24 08:00:00,0.0,29.91,74.7
666,2023-09-24 09:00:00,0.0,29.94,117.2
667,2023-09-24 10:00:00,0.0,29.96,133.0
668,2023-09-24 11:00:00,0.0,29.93,160.1
669,2023-09-24 12:00:00,0.0,29.91,173.6
670,2023-09-24 13:00:00,0.0,29.93,161.5
671,2023-09-24 14:00:00,0.0,29.91,159.3
672,2023-09-24 15:00:00,0.0,29.96,113.6
673,2023-09-24 16:00:00,1.3,29.96,63.4
674,2023-09-24 17:00:00,25.5,29.96,15.2
675,2023-09-24 18:00:00,43.3,29.93,0.0
676,2023-09-24 19:00:00,43.3,30.07,0.0
677,2023-09-24 20:00:00,43.1,29.93,0.0
678,2023-09-24 21:00:00,43.3,29.96,0.0
679,2023-09-24 22:00:00,43.0,29.87,0.0
680,2023-09-24 23:00:00,37.6,29.94,0.0
681,2023-09-25 00:00:00,36.1,29.93,0.0
682,2023-09-25 01:00:00,28.8,29.94,0.0
683,2023-09-25 02:00:00,42.5,29.92,0.0
684,2023-09-25 03:00:00,43.9,30.14,0.0
685,2023-09-25 04:00:00,71.8,58.75,0.0
686,2023-09-25 05:00:00,86.4,87.52,0.0
687,2023-09-25 06:00:00,86.5,87.51,0.0
688,2023-09-25 07:00:00,95.8,96.0,11.5
689,2023-09-25 08:00:00,123.5,144.63,28.4
690,2023-09-25 09:00:00,149.2,201.71,48.1
691,2023-09-25 10:00:00,177.0,212.76,43.6
692,2023-09-25 11:00:00,178.8,231.13,52.8
693,2023-09-25 12:00:00,113.9,231.85,118.3
694,2023-09-25 13:00:00,141.7,231.48,89.2
695,2023-09-25 14:00:00,157.0,231.54,77.9
696,2023-09-25 15:00:00,121.5,231.54,110.0
697,2023-09-25 16:00:00,200.1,231.51,28.9
698,2023-09-25 17:00:00,207.3,202.34,5.3
699,2023-09-25 18:00:00,189.8,175.73,0.0
700,2023-09-25 19:00:00,179.7,171.39,0.0
701,2023-09-25 20:00:00,169.7,156.04,0.0
702,2023-09-25 21:00:00,126.8,118.41,0.0
703,2023-09-25 22:00:00,85.6,87.6,0.0
704,2023-09-25 23:00:00,58.7,60.29,0.0
705,2023-09-26 10:00:00,919.8,1018.06,158.4
706,2023-09-26 11:00:00,159.0,231.35,74.1
707,2023-09-26 12:00:00,130.5,231.5,101.8
708,2023-09-26 13:00:00,187.4,231.6,43.3
709,2023-09-26 14:00:00,196.0,231.66,63.2
710,2023-09-26 15:00:00,74.8,114.11,15.0
